שם תחנה,מספר תחנה,תאריך,סוג קרינה(),05-06 LST(kJ/m²),06-07 LST(kJ/m²),07-08 LST(kJ/m²),08-09 LST(kJ/m²),09-10 LST(kJ/m²),10-11 LST(kJ/m²),11-12 LST(kJ/m²),12-13 LST(kJ/m²),13-14 LST(kJ/m²),14-15 LST(kJ/m²),15-16 LST(kJ/m²),16-17 LST(kJ/m²),17-18 LST(kJ/m²),18-19 LST(kJ/m²)
בית דגן קרינה                                     ,2524,03-09-2020,ישירה,43.2,558,1490.4,1994.4,2095.2,1573.2,2343.6,2253.6,2055.6,1774.8,1231.2,795.6,118.8,0
בית דגן קרינה                                     ,2524,03-09-2020,מפוזרת,57.6,324,615.6,622.8,712.8,842.4,820.8,842.4,824.4,824.4,619.2,414,151.2,0
בית דגן קרינה                                     ,2524,03-09-2020,גלובאלית,68.4,525.6,1407.6,2005.2,2480.4,2394,3099.6,3016.8,2674.8,2210.4,1382.4,745.2,190.8,0
בית דגן קרינה                                     ,2524,04-09-2020,ישירה,0,14.4,709.2,1450.8,1846.8,2185.2,2329.2,2318.4,2199.6,1954.8,1609.2,1004.4,190.8,0
בית דגן קרינה                                     ,2524,04-09-2020,מפוזרת,43.2,288,691.2,817.2,871.2,846,824.4,795.6,752.4,687.6,583.2,388.8,122.4,0
בית דגן קרינה                                     ,2524,04-09-2020,גלובאלית,46.8,331.2,1155.6,1900.8,2480.4,2912.4,3106.8,3042,2728.8,2192.4,1533.6,784.8,169.2,0
בית דגן קרינה                                     ,2524,05-09-2020,ישירה,7.2,493.2,1180.8,1699.2,1962,2145.6,2268,2296.8,2228.4,2041.2,1609.2,1058.4,187.2,0
בית דגן קרינה                                     ,2524,05-09-2020,מפוזרת,50.4,334.8,576,716.4,806.4,860.4,853.2,817.2,756,655.2,547.2,363.6,118.8,0
בית דגן קרינה                                     ,2524,05-09-2020,גלובאלית,57.6,518.4,1227.6,1936.8,2509.2,2905.2,3074.4,3013.2,2714.4,2185.2,1494,777.6,169.2,0
בית דגן קרינה                                     ,2524,06-09-2020,ישירה,18,781.2,687.6,1933.2,2260.8,2332.8,2347.2,2390.4,2296.8,2174.4,1828.8,1198.8,187.2,0
בית דגן קרינה                                     ,2524,06-09-2020,מפוזרת,61.2,298.8,496.8,673.2,673.2,766.8,820.8,770.4,716.4,612,504,349.2,111.6,0
בית דגן קרינה                                     ,2524,06-09-2020,גלובאלית,68.4,565.2,878.4,2066.4,2570.4,2926.8,3096,3031.2,2710.8,2203.2,1519.2,781.2,158.4,0
בית דגן קרינה                                     ,2524,07-09-2020,ישירה,10.8,680.4,1292.4,1321.2,2106,2433.6,2505.6,2491.2,2340,2026.8,1544.4,885.6,79.2,0
בית דגן קרינה                                     ,2524,07-09-2020,מפוזרת,50.4,306,540,698.4,734.4,716.4,720,705.6,691.2,651.6,547.2,363.6,108,0
בית דגן קרינה                                     ,2524,07-09-2020,גלובאלית,61.2,532.8,1231.2,1692,2523.6,2955.6,3117.6,3034.8,2707.2,2156.4,1450.8,709.2,136.8,0
בית דגן קרינה                                     ,2524,08-09-2020,ישירה,10.8,554.4,777.6,219.6,460.8,1904.4,2271.6,2275.2,2163.6,1911.6,1494,712.8,57.6,0
בית דגן קרינה                                     ,2524,08-09-2020,מפוזרת,50.4,309.6,640.8,810,1065.6,986.4,792,774,734.4,680.4,558,360,93.6,0
בית דגן קרינה                                     ,2524,08-09-2020,גלובאלית,57.6,504,1087.2,1072.8,1569.6,2826,2988,2919.6,2606.4,2098.8,1404,644.4,118.8,0
בית דגן קרינה                                     ,2524,09-09-2020,ישירה,10.8,802.8,1526.4,1108.8,1807.2,2462.4,2487.6,2430,2278.8,2026.8,1598.4,961.2,136.8,0
בית דגן קרינה                                     ,2524,09-09-2020,מפוזרת,43.2,385.2,543.6,766.8,702,691.2,712.8,712.8,687.6,626.4,529.2,356.4,108,0
בית דגן קרינה                                     ,2524,09-09-2020,גלובאלית,50.4,640.8,1321.2,1612.8,2232,2930.4,3067.2,2962.8,2638.8,2106,1418.4,705.6,140.4,0
בית דגן קרינה                                     ,2524,10-09-2020,ישירה,0,0,183.6,64.8,813.6,1609.2,2034,2034,1947.6,1656,1270.8,608.4,25.2,0
בית דגן קרינה                                     ,2524,10-09-2020,מפוזרת,36,198,680.4,910.8,1260,1022.4,943.2,914.4,842.4,748.8,583.2,356.4,97.2,0
בית דגן קרינה                                     ,2524,10-09-2020,גלובאלית,39.6,219.6,885.6,1076.4,2131.2,2610,2941.2,2865.6,2552.4,2001.6,1335.6,619.2,118.8,0
בית דגן קרינה                                     ,2524,11-09-2020,ישירה,0,363.6,946.8,982.8,1918.8,2098.8,2246.4,2318.4,2224.8,2138.4,1702.8,957.6,72,0
בית דגן קרינה                                     ,2524,11-09-2020,מפוזרת,50.4,316.8,586.8,802.8,792,842.4,813.6,748.8,694.8,576,471.6,313.2,82.8,0
בית דגן קרינה                                     ,2524,11-09-2020,גלובאלית,54,478.8,1123.2,1573.2,2419.2,2797.2,2966.4,2905.2,2588.4,2106,1411.2,669.6,111.6,0
בית דגן קרינה                                     ,2524,12-09-2020,ישירה,0,619.2,1116,1180.8,1753.2,2329.2,2685.6,2732.4,2692.8,2516.4,2192.4,1422,172.8,0
בית דגן קרינה                                     ,2524,12-09-2020,מפוזרת,46.8,309.6,651.6,918,1069.2,882,626.4,568.8,507.6,453.6,378,266.4,72,0
בית דגן קרינה                                     ,2524,12-09-2020,גלובאלית,54,532.8,1285.2,1832.4,2617.2,3024,3114,3031.2,2710.8,2185.2,1494,716.4,104.4,0
בית דגן קרינה                                     ,2524,13-09-2020,ישירה,3.6,946.8,1825.2,1645.2,2617.2,2793.6,3031.2,3110.4,3024,2854.8,2476.8,1771.2,262.8,0
בית דגן קרינה                                     ,2524,13-09-2020,מפוזרת,39.6,255.6,435.6,741.6,622.8,550.8,453.6,396,378,345.6,309.6,226.8,68.4,0
בית דגן קרינה                                     ,2524,13-09-2020,גלובאלית,46.8,518.4,1285.2,1879.2,2674.8,2980.8,3196.8,3128.4,2800.8,2271.6,1537.2,748.8,111.6,0
בית דגן קרינה                                     ,2524,14-09-2020,ישירה,3.6,1180.8,2026.8,2275.2,2516.4,2851.2,2880,2851.2,2790,2592,2160,1458,187.2,0
בית דגן קרינה                                     ,2524,14-09-2020,מפוזרת,39.6,226.8,356.4,500.4,543.6,514.8,532.8,525.6,486,442.8,385.2,266.4,75.6,0
בית דגן קרינה                                     ,2524,14-09-2020,גלובאלית,46.8,540,1288.8,1965.6,2530.8,2991.6,3132,3034.8,2718,2181.6,1458,702,108,0
בית דגן קרינה                                     ,2524,15-09-2020,ישירה,3.6,543.6,867.6,1958.4,2318.4,2487.6,2563.2,2541.6,2397.6,2246.4,1897.2,1159.2,115.2,0
בית דגן קרינה                                     ,2524,15-09-2020,מפוזרת,39.6,288,486,590.4,630,655.2,658.8,633.6,604.8,529.2,432,295.2,72,0
בית דגן קרינה                                     ,2524,15-09-2020,גלובאלית,43.2,453.6,925.2,1879.2,2469.6,2851.2,3027.6,2941.2,2595.6,2080.8,1393.2,655.2,93.6,0
בית דגן קרינה                                     ,2524,16-09-2020,ישירה,3.6,583.2,1386,1627.2,2113.2,2224.8,2329.2,2325.6,2232,2008.8,1566,842.4,50.4,0
בית דגן קרינה                                     ,2524,16-09-2020,מפוזרת,36,277.2,493.2,669.6,716.4,788.4,781.2,738,680.4,604.8,493.2,309.6,64.8,0
בית דגן קרינה                                     ,2524,16-09-2020,גלובאלית,39.6,464.4,1159.2,1764,2419.2,2811.6,2973.6,2883.6,2563.2,2019.6,1306.8,583.2,79.2,0
בית דגן קרינה                                     ,2524,17-09-2020,ישירה,3.6,403.2,522,1724.4,1868.4,2235.6,2304,2426.4,2383.2,2131.2,1591.2,716.4,21.6,0
בית דגן קרינה                                     ,2524,17-09-2020,מפוזרת,36,302.4,565.2,756,788.4,799.2,824.4,712.8,640.8,568.8,475.2,306,61.2,0
בית דגן קרינה                                     ,2524,17-09-2020,גלובאלית,39.6,421.2,885.6,1911.6,2325.6,2844,2988,2905.2,2592,2041.2,1321.2,576,72,0
בית דגן קרינה                                     ,2524,18-09-2020,ישירה,0,511.2,1548,1980,2145.6,2379.6,2545.2,2599.2,2469.6,2206.8,1620,921.6,50.4,0
בית דגן קרינה                                     ,2524,18-09-2020,מפוזרת,32.4,255.6,435.6,561.6,684,712.8,702,658.8,633.6,579.6,511.2,302.4,61.2,0
בית דגן קרינה                                     ,2524,18-09-2020,גלובאלית,36,442.8,1191.6,1875.6,2419.2,2833.2,3016.8,2941.2,2606.4,2048.4,1321.2,565.2,72,0
בית דגן קרינה                                     ,2524,19-09-2020,ישירה,0,648,1476,2023.2,2286,2397.6,2534.4,2516.4,2440.8,2221.2,1778.4,738,54,0
בית דגן קרינה                                     ,2524,19-09-2020,מפוזרת,28.8,262.8,460.8,568.8,648,716.4,691.2,655.2,658.8,572.4,460.8,320.4,61.2,0
בית דגן קרינה                                     ,2524,19-09-2020,גלובאלית,28.8,457.2,1177.2,1897.2,2458.8,2844,3009.6,2890.8,2635.2,2073.6,1357.2,565.2,75.6,0
בית דגן קרינה                                     ,2524,20-09-2020,ישירה,0,579.6,1576.8,2066.4,2318.4,2458.8,2545.2,2545.2,2390.4,2059.2,1616.4,702,32.4,0
בית דגן קרינה                                     ,2524,20-09-2020,מפוזרת,32.4,252,424.8,554.4,640.8,680.4,680.4,655.2,630,590.4,475.2,284.4,57.6,0
בית דגן קרינה                                     ,2524,20-09-2020,גלובאלית,36,453.6,1188,1911.6,2480.4,2847.6,2998.8,2908.8,2556,1994.4,1306.8,532.8,68.4,0
בית דגן קרינה                                     ,2524,21-09-2020,ישירה,3.6,723.6,1620,1879.2,2250,2574,2682,2664,2487.6,2253.6,1854,1065.6,57.6,0
בית דגן קרינה                                     ,2524,21-09-2020,מפוזרת,32.4,248.4,417.6,576,630,601.2,597.6,583.2,568.8,507.6,406.8,255.6,46.8,0
בית דגן קרינה                                     ,2524,21-09-2020,גלובאלית,36,457.2,1188,1821.6,2412,2840.4,3009.6,2912.4,2545.2,2001.6,1317.6,576,61.2,0
בית דגן קרינה                                     ,2524,22-09-2020,ישירה,3.6,813.6,1764,1818,2062.8,2707.2,2930.4,2937.6,2840.4,2635.2,2235.6,1418.4,61.2,0
בית דגן קרינה                                     ,2524,22-09-2020,מפוזרת,28.8,241.2,396,565.2,691.2,540,486,468,439.2,399.6,331.2,216,39.6,0
בית דגן קרינה                                     ,2524,22-09-2020,גלובאלית,36,464.4,1206,1742.4,2311.2,2826,3031.2,2944.8,2602.8,2052,1353.6,594,54,0
בית דגן קרינה                                     ,2524,23-09-2020,ישירה,0,1029.6,2080.8,1224,1584,2772,3092.4,3146.4,3027.6,2732.4,1836,828,14.4,0
בית דגן קרינה                                     ,2524,23-09-2020,מפוזרת,25.2,208.8,349.2,637.2,615.6,543.6,493.2,388.8,403.2,399.6,417.6,266.4,43.2,0
בית דגן קרינה                                     ,2524,23-09-2020,גלובאלית,25.2,471.6,1263.6,1436.4,1872,2880,3157.2,2995.2,2664,2091.6,1288.8,507.6,50.4,0
בית דגן קרינה                                     ,2524,24-09-2020,ישירה,3.6,1004.4,1652.4,273.6,907.2,1234.8,1638,1767.6,2246.4,2066.4,2282.4,1548,79.2,0
בית דגן קרינה                                     ,2524,24-09-2020,מפוזרת,28.8,216,525.6,738,784.8,982.8,1047.6,986.4,853.2,579.6,327.6,194.4,32.4,0
בית דגן קרינה                                     ,2524,24-09-2020,גלובאלית,28.8,464.4,1242,1008,1533.6,2134.8,2588.4,2574,2642.4,1908,1346.4,583.2,43.2,0
בית דגן קרינה                                     ,2524,25-09-2020,ישירה,0,392.4,2062.8,2613.6,2239.2,2538,2718,2304,1760.4,1872,2080.8,867.6,32.4,0
בית דגן קרינה                                     ,2524,25-09-2020,מפוזרת,21.6,262.8,338.4,381.6,694.8,525.6,604.8,676.8,817.2,651.6,403.2,208.8,28.8,0
בית דגן קרינה                                     ,2524,25-09-2020,גלובאלית,25.2,406.8,1267.2,1994.4,2404.8,2653.2,2948.4,2649.6,2228.4,1846.8,1335.6,460.8,36,0
בית דגן קרינה                                     ,2524,26-09-2020,ישירה,3.6,770.4,1778.4,2383.2,2509.2,2282.4,3060,3045.6,2970,2768.4,2340,1508.4,36,0
בית דגן קרינה                                     ,2524,26-09-2020,מפוזרת,25.2,205.2,396,586.8,684,633.6,514.8,442.8,399.6,360,298.8,183.6,25.2,0
בית דגן קרינה                                     ,2524,26-09-2020,גלובאלית,32.4,417.6,1184.4,2052,2556,2556,3096,2934,2581.2,2023.2,1306.8,543.6,32.4,0
בית דגן קרינה                                     ,2524,27-09-2020,ישירה,3.6,1216.8,2210.4,2635.2,2880,2930.4,2880,2782.8,2631.6,2408.4,2005.2,1098,7.2,0
בית דגן קרינה                                     ,2524,27-09-2020,מפוזרת,25.2,190.8,298.8,367.2,403.2,442.8,471.6,482.4,475.2,432,345.6,212.4,28.8,0
בית דגן קרינה                                     ,2524,27-09-2020,גלובאלית,28.8,475.2,1245.6,1940.4,2498.4,2840.4,2966.4,2847.6,2491.2,1926,1238.4,496.8,32.4,0
בית דגן קרינה                                     ,2524,28-09-2020,ישירה,0,673.2,1454.4,1947.6,2372.4,2530.8,2638.8,2653.2,2527.2,2286,1897.2,1004.4,10.8,0
בית דגן קרינה                                     ,2524,28-09-2020,מפוזרת,25.2,248.4,450,590.4,604.8,637.2,622.8,597.6,554.4,493.2,378,219.6,25.2,0
בית דגן קרינה                                     ,2524,28-09-2020,גלובאלית,28.8,432,1159.2,1843.2,2422.8,2786.4,2937.6,2844,2484,1933.2,1238.4,482.4,28.8,0
בית דגן קרינה                                     ,2524,29-09-2020,ישירה,3.6,540,1756.8,2246.4,2556,2746.8,2822.4,2818.8,2736,2466,2019.6,986.4,3.6,0
בית דגן קרינה                                     ,2524,29-09-2020,מפוזרת,25.2,226.8,396,482.4,482.4,507.6,518.4,500.4,460.8,421.2,345.6,208.8,21.6,0
בית דגן קרינה                                     ,2524,29-09-2020,גלובאלית,28.8,374.4,1170,1864.8,2419.2,2790,2934,2829.6,2484,1926,1224,460.8,25.2,0
בית דגן קרינה                                     ,2524,30-09-2020,ישירה,3.6,604.8,1702.8,2224.8,2397.6,2649.6,2721.6,2703.6,2332.8,2296.8,1699.2,363.6,3.6,0
בית דגן קרינה                                     ,2524,30-09-2020,מפוזרת,25.2,230.4,399.6,507.6,615.6,576,565.2,554.4,594,475.2,410.4,234,18,0
בית דגן קרינה                                     ,2524,30-09-2020,גלובאלית,28.8,406.8,1166.4,1886.4,2422.8,2768.4,2894.4,2786.4,2358,1872,1166.4,349.2,21.6,0
בית דגן קרינה                                     ,2524,01-10-2020,ישירה,3.6,691.2,1659.6,1512,982.8,1821.6,2739.6,2732.4,2599.2,2307.6,1821.6,1015.2,14.4,0
בית דגן קרינה                                     ,2524,01-10-2020,מפוזרת,21.6,234,399.6,702,727.2,788.4,558,529.2,496.8,453.6,370.8,208.8,21.6,0
בית דגן קרינה                                     ,2524,01-10-2020,גלובאלית,28.8,403.2,1148.4,1674,1537.2,2383.2,2890.8,2768.4,2412,1854,1155.6,450,25.2,0
בית דגן קרינה                                     ,2524,02-10-2020,ישירה,0,1112.4,900,2304,1566,1155.6,2984.4,3139.2,3067.2,2854.8,2451.6,1576.8,21.6,0
בית דגן קרינה                                     ,2524,02-10-2020,מפוזרת,18,208.8,298.8,414,705.6,658.8,489.6,342,324,291.6,237.6,144,14.4,0
בית דגן קרינה                                     ,2524,02-10-2020,גלובאלית,21.6,453.6,745.2,1749.6,1850.4,1699.2,2998.8,2844,2509.2,1940.4,1231.2,478.8,18,0
בית דגן קרינה                                     ,2524,03-10-2020,ישירה,0,1227.6,2545.2,2898,1684.8,3092.4,3132,3150,3135.6,2253.6,2232,1155.6,3.6,0
בית דגן קרינה                                     ,2524,03-10-2020,מפוזרת,25.2,158.4,219.6,381.6,640.8,532.8,406.8,385.2,295.2,388.8,316.8,158.4,14.4,0
בית דגן קרינה                                     ,2524,03-10-2020,גלובאלית,25.2,414,1238.4,2052,1944,3009.6,2988,2880,2505.6,1692,1216.8,414,14.4,0
בית דגן קרינה                                     ,2524,04-10-2020,ישירה,0,939.6,1609.2,871.2,1846.8,2134.8,1695.6,3031.2,2844,2120.4,1666.8,1033.2,10.8,0
בית דגן קרינה                                     ,2524,04-10-2020,מפוזרת,18,205.2,352.8,550.8,572.4,709.2,752.4,594,496.8,532.8,363.6,180,14.4,0
בית דגן קרינה                                     ,2524,04-10-2020,גלובאלית,21.6,414,1015.2,1119.6,1890,2462.4,2217.6,3006,2527.2,1814.4,1051.2,406.8,14.4,0
בית דגן קרינה                                     ,2524,05-10-2020,ישירה,0,1238.4,2232,2332.8,2790,2898,2952,2959.2,2872.8,2674.8,2275.2,1353.6,3.6,0
בית דגן קרינה                                     ,2524,05-10-2020,מפוזרת,18,162,273.6,367.2,417.6,471.6,442.8,403.2,363.6,320.4,248.4,140.4,10.8,0
בית דגן קרינה                                     ,2524,05-10-2020,גלובאלית,21.6,421.2,1166.4,1710,2386.8,2775.6,2880,2750.4,2394,1846.8,1152,414,10.8,0
בית דגן קרינה                                     ,2524,06-10-2020,ישירה,3.6,1130.4,2314.8,2743.2,2973.6,3002.4,3096,3088.8,3002.4,2685.6,2185.2,1130.4,0,0
בית דגן קרינה                                     ,2524,06-10-2020,מפוזרת,18,154.8,255.6,306,331.2,385.2,381.6,363.6,334.8,316.8,262.8,151.2,10.8,0
בית דגן קרינה                                     ,2524,06-10-2020,גלובאלית,18,345.6,1159.2,1861.2,2404.8,2736,2880,2768.4,2415.6,1821.6,1108.8,381.6,10.8,0
